name,price,profit,real profit
Share-CGJM,17.21,39.3,6.763529999999999
Share-ZJWM,26.58,32.21,8.561418
Share-XAZS,35.02,29.32,10.267864000000001
Share-CPWU,37.92,38.28,14.515776000000002
Share-UIMY,16.52,1.83,0.302316
Share-UKXZ,35.19,7.27,2.558313
Share-YMFX,24.46,32.96,8.062016
Share-MLNK,45.74,27.66,12.651684000000001
Share-HJKI,9.7,0.3,0.029099999999999997
Share-PEVC,17.51,1.87,0.32743700000000003
Share-HDZP,3.48,2.41,0.083868
Share-GUTR,16.5,15.85,2.61525
Share-HPYJ,24.88,19.82,4.931216
Share-EXKV,0.0,27.83,0.0
Share-TVCG,15.27,4.93,0.7528109999999999
Share-DRZA,8.24,17.26,1.4222240000000002
Share-CYLI,18.82,20.97,3.946554
Share-LZSG,36.54,18.45,6.74163
Share-FTYA,19.58,29.72,5.819175999999999
Share-QLMK,17.38,39.49,6.863362
Share-OLCM,31.19,26.9,8.39011
Share-WPCD,42.55,34.32,14.603159999999999
Share-OSGU,42.76,9.62,4.113511999999999
Share-BQLT,24.12,13.38,3.227256
Share-RKNE,3.69,10.06,0.37121400000000004
Share-VRIE,36.95,32.22,11.90529
Share-HBGI,40.08,35.1,14.06808
Share-VNFB,22.88,20.99,4.802511999999999
Share-QSQG,8.68,37.32,3.2393759999999996
Share-CRZH,30.01,34.82,10.449482000000001
Share-CXGC,21.73,3.43,0.7453390000000001
Share-ECAB,23.09,32.33,7.464996999999999
Share-PUDT,10.9,3.97,0.43273
Share-KMEM,24.35,33.9,8.25465
Share-TCIP,22.2,29.46,6.540120000000001
Share-CVPG,31.65,17.69,5.598885
Share-XDUU,30.33,3.26,0.9887579999999998
Share-VYWQ,33.85,30.44,10.30394
Share-GLAO,26.86,26.56,7.134016
Share-MAJJ,21.12,6.47,1.366464
Share-NVBN,21.63,30.95,6.694484999999999
Share-XXBE,34.62,1.17,0.4050539999999999
Share-QTKW,29.15,35.04,10.21416
Share-YAFK,29.93,21.64,6.476852
Share-MVRZ,31.33,7.6,2.38108
Share-MLGM,0.01,18.86,0.0018859999999999999
Share-GUQG,36.18,24.94,9.023292
Share-QQGZ,3.82,32.14,1.227748
Share-VPMV,34.12,9.71,3.313052
Share-PNTD,15.22,10.15,1.5448300000000001
Share-MYPY,24.11,21.97,5.2969669999999995
Share-QMVF,4.12,8.41,0.346492
Share-UFXW,30.73,12.44,3.822812
Share-MOVT,19.01,0.59,0.11215900000000001
Share-RGMB,30.2,31.47,9.503939999999998
Share-YGKX,28.18,33.33,9.392394
Share-QOGS,10.56,12.33,1.302048
Share-EMDG,17.45,6.63,1.1569349999999998
Share-SKUO,0.0,23.55,0.0
Share-NCIK,0.0,30.27,0.0
Share-OTAO,28.29,20.29,5.740041
Share-CIWC,13.62,25.42,3.4622040000000003
Share-DQRQ,36.38,10.85,3.9472300000000002
Share-XPMV,28.12,37.48,10.539375999999999
Share-OBKH,12.62,27.8,3.50836
Share-MLDY,22.61,21.33,4.822712999999999
Share-JCPU,24.77,10.79,2.6726829999999997
Share-OPSM,0.0,26.28,0.0
Share-JHTJ,44.04,25.57,11.261028
Share-UBRS,0.0,31.14,0.0
Share-XHQJ,11.4,21.7,2.4738
Share-QDWQ,17.4,18.99,3.3042599999999993
Share-OXSN,15.68,4.53,0.7103039999999999
Share-VNXO,24.73,25.05,6.194865
Share-EFWR,29.32,1.82,0.533624
Share-GZUU,13.05,27.4,3.5757
Share-LPGN,17.14,15.14,2.594996
Share-VHYI,48.31,30.0,14.493
Share-FXBP,11.87,28.86,3.4256819999999992
Share-PLPK,18.66,17.63,3.2897579999999995
Share-OEDD,27.56,21.18,5.8372079999999995
Share-BMIQ,25.2,34.16,8.608319999999999
Share-QINE,26.5,37.18,9.8527
Share-ITTV,29.61,24.14,7.147854
Share-QHTF,20.53,15.63,3.208839
Share-VBED,5.32,15.37,0.8176840000000001
Share-LTEB,37.59,0.25,0.09397500000000002
Share-OBVY,29.01,2.54,0.736854
Share-SHCI,14.79,36.82,5.445678
Share-VUSQ,47.69,0.16,0.076304
Share-BENA,23.31,6.15,1.433565
Share-BEQY,27.96,37.91,10.599636
Share-NQQC,38.86,10.16,3.9481759999999997
Share-RNXT,5.14,28.45,1.4623299999999997
Share-RIBY,15.67,35.99,5.639633
Share-HBPQ,23.43,25.99,6.0894569999999995
Share-BDME,25.61,0.62,0.15878199999999998
Share-FPVA,19.72,18.67,3.681724
Share-WVNM,24.33,8.21,1.997493
Share-MTFR,17.85,29.93,5.342505000000001
Share-JGBU,21.05,9.0,1.8945
Share-IXFI,45.04,17.55,7.904520000000001
Share-TMBL,19.74,8.61,1.6996139999999997
Share-PTYE,29.58,8.13,2.4048540000000003
Share-RDHG,37.82,0.45,0.17019
Share-TDWK,29.0,14.57,4.2253
Share-EVUW,4.44,39.22,1.741368
Share-HTJD,46.96,28.99,13.613704
Share-HHIZ,41.58,15.58,6.478164
Share-XBDW,26.12,9.6,2.50752
Share-PCHT,22.24,24.96,5.551104
Share-MOVE,12.3,21.15,2.6014500000000003
Share-HLYD,3.4,12.43,0.42262
Share-HIAN,35.75,19.1,6.82825
Share-YIOX,26.12,9.22,2.4082640000000004
Share-GRUT,24.87,39.42,9.803754
Share-UNHO,26.1,3.0,0.783
Share-FKJW,21.08,39.78,8.385623999999998
Share-WQMQ,16.35,34.43,5.6293050000000004
Share-TFVA,37.16,37.69,14.005603999999996
Share-ARAY,21.53,13.63,2.9345390000000005
Share-AHQO,28.18,15.38,4.334084000000001
Share-SNVL,20.19,38.04,7.680276000000001
Share-VUTC,22.42,10.32,2.3137440000000002
Share-LAHI,38.29,16.15,6.183834999999999
Share-YOET,33.67,3.55,1.195285
Share-LQHP,26.14,4.73,1.2364220000000001
Share-YPGY,16.97,38.97,6.6132089999999994
Share-NHRO,21.77,7.48,1.6283960000000002
Share-GERI,26.26,25.32,6.649032
Share-OQCA,27.85,22.51,6.269035000000001
Share-XRRF,11.13,13.29,1.479177
Share-CVFX,31.44,14.22,4.470768
Share-GXSF,37.2,37.15,13.8198
Share-QUWM,29.64,30.36,8.998704
Share-VONS,47.68,24.67,11.762656000000002
Share-UEZE,2.93,29.39,0.861127
Share-KFOG,2.78,33.7,0.93686
Share-UXBG,6.08,34.58,2.102464
Share-LNMC,13.7,13.48,1.84676
Share-WUWO,35.81,20.15,7.215715
Share-WBWX,27.02,3.51,0.948402
Share-SMUS,23.92,33.62,8.041904
Share-NNDP,15.02,11.1,1.66722
Share-GTQK,15.4,39.95,6.1523
Share-KEUJ,34.5,17.23,5.94435
Share-CVLS,2.65,7.14,0.18920999999999996
Share-TGAD,19.06,18.58,3.5413479999999997
Share-XZWG,10.25,33.0,3.3825000000000003
Share-VLOZ,33.81,21.62,7.309722000000001
Share-JPRI,30.54,30.15,9.20781
Share-AFAJ,29.12,34.82,10.139584000000001
Share-TRSF,36.6,20.63,7.55058
Share-CBLS,30.38,10.95,3.3266099999999996
Share-ZVEO,4.78,6.35,0.30353
Share-BYJX,22.13,12.48,2.761824
Share-RAOW,28.24,6.94,1.959856
Share-AZDM,27.17,24.7,6.710990000000001
Share-IBVH,6.04,22.03,1.3306120000000001
Share-JKZM,5.26,17.88,0.9404879999999999
Share-QKDN,28.55,39.21,11.194455
Share-QRBH,17.24,33.01,5.690924
Share-HQVQ,17.1,11.65,1.9921500000000003
Share-CFML,18.07,28.4,5.13188
Share-AGPL,15.87,15.17,2.407479
Share-ZORL,43.63,16.57,7.229491000000001
Share-DDRH,44.61,23.06,10.287066
Share-NUZX,19.47,21.97,4.277558999999999
Share-AMYS,23.48,6.08,1.427584
Share-KQDZ,16.02,38.42,6.154884000000001
Share-LQXO,35.36,13.93,4.925648
Share-TNCT,37.36,18.23,6.810728
Share-KFMR,11.23,28.03,3.1477690000000003
Share-HZKM,0.0,37.07,0.0
Share-NZMA,36.61,22.14,8.105454
Share-MJEL,17.19,15.54,2.671326
Share-RBXY,37.09,31.65,11.738985000000001
Share-OZBN,5.03,28.04,1.410412
Share-VQOW,20.31,37.12,7.539071999999999
Share-SCKQ,40.89,36.29,14.838981
Share-WYIT,24.23,21.43,5.192489
Share-QUQS,13.43,36.39,4.887177
Share-QKFA,8.37,7.7,0.6444899999999999
Share-EAIO,23.78,37.86,9.003108000000001
Share-FHZN,6.1,38.09,2.32349
Share-QVQY,6.53,15.23,0.9945189999999999
Share-BZBC,18.85,31.39,5.917015000000001
Share-SULM,29.26,16.44,4.810344000000001
Share-LYRY,21.56,16.08,3.4668479999999993
Share-VNMM,0.0,16.96,0.0
Share-YRRO,12.15,16.35,1.986525
Share-USSR,25.62,39.56,10.135272
Share-AXIX,5.73,33.7,1.9310100000000003
Share-OBYV,16.39,13.15,2.155285
Share-DAVZ,21.92,25.21,5.526032
Share-MTLR,16.49,39.97,6.591053
Share-BXTP,4.77,33.47,1.5965189999999998
Share-AQOR,25.45,35.47,9.027115
Share-MKUX,48.55,4.8,2.3304
Share-SBMG,43.85,24.85,10.896725000000002
Share-XOFE,33.55,11.84,3.97232
Share-KTYA,39.18,25.4,9.95172
Share-LKLG,0.0,36.41,0.0
Share-AZTU,5.43,22.32,1.211976
Share-DUET,34.93,11.58,4.044894
Share-AQKA,33.58,22.08,7.414464
Share-LPDM,39.35,39.73,15.633755
Share-GUCL,4.64,12.1,0.5614399999999999
Share-EBOY,35.08,27.99,9.818891999999998
Share-ZPTK,11.7,17.6,2.0592
Share-ZRZK,15.04,20.65,3.1057599999999996
Share-ZRIV,0.0,7.19,0.0
Share-MVVG,16.81,12.18,2.047458
Share-ROHB,23.75,30.7,7.29125
Share-GNJC,29.25,3.29,0.962325
Share-YVCE,41.5,24.53,10.179950000000002
Share-FMLL,29.57,26.31,7.779867
Share-NUAX,24.42,35.44,8.654448
Share-PJTN,0.0,20.73,0.0
Share-FQJZ,16.41,20.04,3.288564
Share-HYQP,7.15,25.71,1.838265
Share-NLPL,8.45,22.64,1.91308
Share-IQMC,0.35,2.81,0.009835
Share-SJIV,26.49,33.61,8.903289
Share-OODL,5.61,0.6,0.03366
Share-UBYY,30.3,20.12,6.096360000000001
Share-LPSQ,29.44,36.73,10.813312
Share-RSRH,26.64,31.39,8.362296
Share-WPTD,31.35,10.62,3.32937
Share-QGXD,38.05,21.13,8.039964999999999
Share-BVQQ,9.87,20.53,2.0263109999999998
Share-PNBE,27.3,10.85,2.96205
Share-NYRP,23.91,14.05,3.3593550000000003
Share-GSGQ,3.57,13.5,0.48195
Share-QFOM,20.24,17.61,3.5642639999999997
Share-DWPD,16.13,29.87,4.818031
Share-IBSP,32.78,29.57,9.693046
Share-EJXB,9.32,2.01,0.18733199999999997
Share-UEZB,24.87,39.43,9.806241
Share-QXLZ,38.15,23.07,8.801205
Share-NWDK,33.94,5.75,1.95155
Share-XPQB,18.49,26.41,4.883209
Share-RNEE,15.93,7.05,1.123065
Share-BMWW,3.65,31.45,1.147925
Share-DLDY,2.62,4.29,0.11239800000000001
Share-EKHC,20.22,23.58,4.767875999999999
Share-PSEN,10.73,34.65,3.717945
Share-BXWL,11.08,28.8,3.1910400000000005
Share-JEHD,20.22,16.62,3.360564
Share-HAKK,14.67,1.78,0.26112599999999997
Share-CQXK,42.48,19.54,8.300591999999998
Share-NFHZ,28.09,11.42,3.207878
Share-VEOO,30.85,23.97,7.394745
Share-YQTP,27.63,21.53,5.948739000000001
Share-APNK,33.9,26.71,9.054689999999999
Share-FCIM,25.84,32.99,8.524616
Share-CWAN,21.78,5.52,1.202256
Share-ZGNB,17.54,37.44,6.566975999999999
Share-WDYF,33.55,27.54,9.239669999999998
Share-BRCC,48.93,33.39,16.337727
Share-OQKF,20.36,25.37,5.165332
Share-NOPE,33.63,1.17,0.39347099999999996
Share-ASGY,20.47,22.18,4.540246
Share-HBSR,25.7,16.14,4.1479800000000004
Share-CZIZ,39.47,32.75,12.926425
Share-MLUC,32.69,28.29,9.248000999999999
Share-SGHI,30.02,2.93,0.8795860000000001
Share-CBUV,19.3,21.75,4.19775
Share-MOVJ,13.76,23.48,3.230848
Share-HAJM,6.01,8.56,0.514456
Share-IQQO,0.0,7.84,0.0
Share-OLMP,5.32,35.86,1.907752
Share-AUGU,20.67,23.88,4.935996
Share-DBFE,36.63,33.34,12.212442000000001
Share-JEZT,24.55,7.96,1.9541800000000003
Share-GXSJ,19.93,12.79,2.549047
Share-XREJ,21.24,4.51,0.957924
Share-SALE,27.25,33.45,9.115125
Share-YSKI,0.0,24.41,0.0
Share-MYXT,23.78,30.09,7.1554020000000005
Share-WEOQ,4.82,13.53,0.652146
Share-NHWA,29.18,39.77,11.604886000000002
Share-CYYC,0.42,5.88,0.024696
Share-XINI,13.23,26.15,3.459645
Share-JHWR,15.51,4.75,0.736725
Share-HSOR,17.87,17.02,3.041474
Share-DXOW,24.99,38.75,9.683625
Share-UMIB,44.93,35.08,15.761444
Share-GYWT,38.32,3.9,1.49448
Share-RQJV,20.73,31.27,6.482271
Share-MHUT,30.36,21.24,6.4484639999999995
Share-FNZM,22.38,34.75,7.777049999999999
Share-KPYM,19.12,20.56,3.931072
Share-IIUJ,41.83,7.17,2.999211
Share-DDUF,36.49,11.67,4.258383
Share-VGUF,28.44,12.75,3.6261
Share-THNO,31.4,17.82,5.595479999999999
Share-YYEN,25.73,4.43,1.139839
Share-RZCT,18.58,23.89,4.438762
Share-QRVU,16.96,35.36,5.997056
Share-VFGQ,16.36,23.61,3.862596
Share-URAA,30.91,25.18,7.783138000000001
Share-EBAM,29.48,4.87,1.435676
Share-EAAY,23.25,32.93,7.656224999999999
Share-XFNL,44.05,23.97,10.558784999999999
Share-UTUI,22.78,31.75,7.2326500000000005
Share-AIRL,7.19,31.28,2.249032
Share-AYBY,40.52,10.72,4.343744
Share-PWDG,39.72,12.54,4.980887999999999
Share-UGTV,46.13,28.3,13.054790000000002
Share-GHIZ,28.0,39.89,11.1692
Share-UBEA,46.85,4.92,2.3050200000000003
Share-VNTG,30.54,25.47,7.778537999999999
Share-NDSG,24.04,10.44,2.5097759999999996
Share-OYDA,20.5,10.85,2.22425
Share-KXOH,1.5,32.19,0.48284999999999995
Share-FAXV,29.03,32.58,9.457974
Share-QZWX,20.16,24.26,4.890816
Share-ABJM,21.17,38.29,8.105993000000002
Share-OQSQ,5.07,26.84,1.3607879999999999
Share-APJH,26.51,38.5,10.20635
Share-HUNV,0.0,31.98,0.0
Share-EJFE,19.11,18.07,3.4531769999999997
Share-BGDY,2.46,16.15,0.3972899999999999
Share-PJBK,45.42,28.75,13.05825
Share-PAWY,21.86,32.65,7.13729
Share-KEYI,40.4,31.64,12.78256
Share-JUBL,29.67,2.33,0.6913110000000001
Share-BECH,35.91,3.26,1.1706659999999998
Share-WALV,29.53,27.89,8.235917
Share-DRAB,0.0,15.1,0.0
Share-KMTG,23.21,39.97,9.277037
Share-MKXO,26.44,19.97,5.280068
Share-QFPY,45.3,7.61,3.44733
Share-WZIF,20.04,5.6,1.12224
Share-VSIP,42.36,13.16,5.5745759999999995
Share-IFTU,37.65,13.98,5.26347
Share-WMHE,25.47,18.35,4.673745
Share-NMDR,22.27,32.97,7.342419
Share-MXAF,21.23,11.2,2.37776
Share-WVVQ,11.95,18.45,2.2047749999999997
Share-XFUI,20.81,32.5,6.76325
Share-KRLT,29.73,20.48,6.088704000000001
Share-BCJD,13.65,17.02,2.32323
Share-GJTI,23.11,10.72,2.477392
Share-BKDN,34.66,18.97,6.575001999999999
Share-ZSZF,26.57,19.68,5.228976
Share-LDCO,28.36,13.65,3.87114
Share-DBUJ,0.07,10.73,0.007511000000000001
Share-VBIE,46.52,1.98,0.921096
Share-CKEE,17.78,33.02,5.870956000000001
Share-ZECG,43.32,30.76,13.325232000000002
Share-PWWS,49.36,14.37,7.093032
Share-LOBE,39.3,31.97,12.56421
Share-HFXF,0.0,9.56,0.0
Share-NZHD,15.79,8.53,1.3468869999999997
Share-LDVW,26.9,37.09,9.97721
Share-PNHT,8.01,20.1,1.6100100000000002
Share-YNRH,15.48,20.67,3.1997160000000004
Share-CAEQ,36.56,39.17,14.320552000000001
Share-VRCA,37.94,15.52,5.888288
Share-WSYK,24.52,25.99,6.372747999999999
Share-XKDC,27.34,3.05,0.83387
Share-XUPB,16.58,21.26,3.524908
Share-IZTA,16.98,12.84,2.1802319999999997
Share-NFKM,42.83,16.48,7.058384
Share-ONRM,7.48,17.87,1.336676
Share-TSLL,31.42,7.71,2.422482
Share-HXDE,33.15,22.02,7.29963
Share-CUSU,2.66,32.49,0.8642340000000001
Share-ZYBC,39.09,28.26,11.046834000000002
Share-KJRG,30.57,31.64,9.672348000000001
Share-RYQW,0.0,1.88,0.0
Share-JPLO,9.81,30.98,3.0391380000000003
Share-PRLI,21.38,35.35,7.55783
Share-PCSR,28.48,0.93,0.26486400000000004
Share-ISXU,23.73,15.06,3.5737380000000005
Share-IUVO,8.47,13.86,1.173942
